fipscode,level,precinctsreportingpct,last,votepct
22057,FIPSCode,1.0,Hoefling,0.00072
22057,FIPSCode,1.0,Kennedy,0.000432
22057,FIPSCode,1.0,Kotlikoff,0.00036
22057,FIPSCode,1.0,Jacob,0.000288
22057,FIPSCode,1.0,White,0.00024
22057,FIPSCode,1.0,La Riva,0.000168
22059,FIPSCode,1.0,Trump,0.888415
22059,FIPSCode,1.0,Clinton,0.092099
22059,FIPSCode,1.0,Johnson,0.008068
22059,FIPSCode,1.0,McMullin,0.003197
22059,FIPSCode,1.0,Stein,0.002892
22059,FIPSCode,1.0,Castle,0.001979
22059,FIPSCode,1.0,Keniston,0.00137
22059,FIPSCode,1.0,Hoefling,0.000609
22059,FIPSCode,1.0,Kotlikoff,0.000457
22059,FIPSCode,1.0,Jacob,0.000457
22059,FIPSCode,1.0,Kennedy,0.000304
22059,FIPSCode,1.0,White,0.000152
22059,FIPSCode,1.0,La Riva,0.0
22061,FIPSCode,1.0,Trump,0.57641
22061,FIPSCode,1.0,Clinton,0.380685
22061,FIPSCode,1.0,Johnson,0.023568
22061,FIPSCode,1.0,McMullin,0.00782
22061,FIPSCode,1.0,Stein,0.006428
22061,FIPSCode,1.0,Castle,0.002143
22061,FIPSCode,1.0,Hoefling,0.00075
22061,FIPSCode,1.0,Kotlikoff,0.000696
22061,FIPSCode,1.0,Keniston,0.000589
22061,FIPSCode,1.0,Jacob,0.000375
22061,FIPSCode,1.0,Kennedy,0.000214
22061,FIPSCode,1.0,White,0.000161
22061,FIPSCode,1.0,La Riva,0.000161
22063,FIPSCode,1.0,Trump,0.84573
22063,FIPSCode,1.0,Clinton,0.120388
22063,FIPSCode,1.0,Johnson,0.019938
22063,FIPSCode,1.0,Stein,0.005058
22063,FIPSCode,1.0,McMullin,0.003707
22063,FIPSCode,1.0,Castle,0.002338
22063,FIPSCode,1.0,Keniston,0.000901
22063,FIPSCode,1.0,Hoefling,0.000866
22063,FIPSCode,1.0,Jacob,0.000381
22063,FIPSCode,1.0,Kotlikoff,0.000329
22063,FIPSCode,1.0,Kennedy,0.000156
22063,FIPSCode,1.0,White,0.000104
22063,FIPSCode,1.0,La Riva,0.000104
22065,FIPSCode,1.0,Trump,0.407227
22065,FIPSCode,1.0,Clinton,0.579882
22065,FIPSCode,1.0,Johnson,0.003593
22065,FIPSCode,1.0,Stein,0.00317
22065,FIPSCode,1.0,McMullin,0.001268
22065,FIPSCode,1.0,Keniston,0.001057
22065,FIPSCode,1.0,Kotlikoff,0.001057
22065,FIPSCode,1.0,Castle,0.000845
22065,FIPSCode,1.0,Hoefling,0.000634
22065,FIPSCode,1.0,Jacob,0.000634
22065,FIPSCode,1.0,La Riva,0.000423
22065,FIPSCode,1.0,White,0.000211
22065,FIPSCode,1.0,Kennedy,0.0
22067,FIPSCode,1.0,Trump,0.548599
22067,FIPSCode,1.0,Clinton,0.434948
22067,FIPSCode,1.0,Johnson,0.006159
22067,FIPSCode,1.0,Stein,0.003881
22067,FIPSCode,1.0,McMullin,0.002109
22067,FIPSCode,1.0,Castle,0.001266
22067,FIPSCode,1.0,Kotlikoff,0.000844
22067,FIPSCode,1.0,Hoefling,0.000591
22067,FIPSCode,1.0,Jacob,0.000591
22067,FIPSCode,1.0,Keniston,0.000506
22067,FIPSCode,1.0,White,0.000337
22067,FIPSCode,1.0,Kennedy,8.4e-05
22067,FIPSCode,1.0,La Riva,8.4e-05
22069,FIPSCode,1.0,Trump,0.539558
22069,FIPSCode,1.0,Clinton,0.429818
22069,FIPSCode,1.0,Johnson,0.015643
22069,FIPSCode,1.0,Stein,0.005475
22069,FIPSCode,1.0,McMullin,0.002948
22069,FIPSCode,1.0,Castle,0.002106
22069,FIPSCode,1.0,Keniston,0.001624
22069,FIPSCode,1.0,Hoefling,0.001083
22069,FIPSCode,1.0,Jacob,0.000481
22069,FIPSCode,1.0,Kotlikoff,0.000481
22069,FIPSCode,1.0,La Riva,0.000301
22069,FIPSCode,1.0,Kennedy,0.000301
22069,FIPSCode,1.0,White,0.00018
22071,FIPSCode,1.0,Trump,0.146503
22071,FIPSCode,1.0,Clinton,0.80812
22071,FIPSCode,1.0,Johnson,0.021941
22071,FIPSCode,1.0,Stein,0.015355
22071,FIPSCode,1.0,McMullin,0.00421
22071,FIPSCode,1.0,Castle,0.000766
22071,FIPSCode,1.0,Kotlikoff,0.000555
22071,FIPSCode,1.0,La Riva,0.000519
22071,FIPSCode,1.0,Hoefling,0.000519
22071,FIPSCode,1.0,Keniston,0.000482
22071,FIPSCode,1.0,Jacob,0.00038
22071,FIPSCode,1.0,Kennedy,0.000356
22071,FIPSCode,1.0,White,0.000296
22073,FIPSCode,1.0,Trump,0.613582
22073,FIPSCode,1.0,Clinton,0.359146
22073,FIPSCode,1.0,Johnson,0.014408
22073,FIPSCode,1.0,Stein,0.005043
22073,FIPSCode,1.0,McMullin,0.003911
22073,FIPSCode,1.0,Castle,0.001485
22073,FIPSCode,1.0,Hoefling,0.000735
22073,FIPSCode,1.0,Keniston,0.00072
22073,FIPSCode,1.0,Jacob,0.000323
22073,FIPSCode,1.0,Kotlikoff,0.00025
22073,FIPSCode,1.0,Kennedy,0.000191
22073,FIPSCode,1.0,White,0.000132
22073,FIPSCode,1.0,La Riva,7.4e-05
22075,FIPSCode,1.0,Trump,0.652606
22075,FIPSCode,1.0,Clinton,0.316561
22075,FIPSCode,1.0,Johnson,0.01693
22075,FIPSCode,1.0,Stein,0.006999
22075,FIPSCode,1.0,McMullin,0.001797
22075,FIPSCode,1.0,Castle,0.001324
22075,FIPSCode,1.0,Keniston,0.001135
22075,FIPSCode,1.0,Hoefling,0.000757
22075,FIPSCode,1.0,Kotlikoff,0.000662
22075,FIPSCode,1.0,Jacob,0.000567
22075,FIPSCode,1.0,White,0.000284
22075,FIPSCode,1.0,La Riva,0.000284
22075,FIPSCode,1.0,Kennedy,9.5e-05
22077,FIPSCode,1.0,Trump,0.577247
22077,FIPSCode,1.0,Clinton,0.405068
22077,FIPSCode,1.0,Johnson,0.007312
22077,FIPSCode,1.0,Stein,0.002976
22077,FIPSCode,1.0,McMullin,0.002891
22077,FIPSCode,1.0,Castle,0.00136
22077,FIPSCode,1.0,Hoefling,0.001105
22077,FIPSCode,1.0,Keniston,0.001105
22077,FIPSCode,1.0,Kotlikoff,0.00034
22077,FIPSCode,1.0,Kennedy,0.00017
22077,FIPSCode,1.0,La Riva,0.00017
22077,FIPSCode,1.0,White,0.00017
22077,FIPSCode,1.0,Jacob,8.5e-05
22079,FIPSCode,1.0,Trump,0.647667
22079,FIPSCode,1.0,Clinton,0.322321
22079,FIPSCode,1.0,Johnson,0.015094
22079,FIPSCode,1.0,Stein,0.005524
22079,FIPSCode,1.0,McMullin,0.004662
22079,FIPSCode,1.0,Castle,0.001759
22079,FIPSCode,1.0,Keniston,0.000915
22079,FIPSCode,1.0,Hoefling,0.00088
22079,FIPSCode,1.0,Kotlikoff,0.00051
22079,FIPSCode,1.0,Jacob,0.000229
22079,FIPSCode,1.0,La Riva,0.000176
22079,FIPSCode,1.0,Kennedy,0.000158
22079,FIPSCode,1.0,White,0.000106
22081,FIPSCode,1.0,Trump,0.540706
22081,FIPSCode,1.0,Clinton,0.438263
22081,FIPSCode,1.0,Johnson,0.010629
22081,FIPSCode,1.0,McMullin,0.002714
22081,FIPSCode,1.0,Stein,0.002488
22081,FIPSCode,1.0,Keniston,0.001131
22081,FIPSCode,1.0,Castle,0.000905
22081,FIPSCode,1.0,Hoefling,0.000905
22081,FIPSCode,1.0,Kennedy,0.000678
22081,FIPSCode,1.0,Kotlikoff,0.000678
22081,FIPSCode,1.0,Jacob,0.000452
22081,FIPSCode,1.0,La Riva,0.000452
22081,FIPSCode,1.0,White,0.0
22083,FIPSCode,1.0,Trump,0.655101
22083,FIPSCode,1.0,Clinton,0.328957
22083,FIPSCode,1.0,Johnson,0.006981
22083,FIPSCode,1.0,Stein,0.003647
22083,FIPSCode,1.0,McMullin,0.002084
22083,FIPSCode,1.0,Castle,0.00125
22083,FIPSCode,1.0,Kotlikoff,0.000521
22083,FIPSCode,1.0,Keniston,0.000417
22083,FIPSCode,1.0,Hoefling,0.000417
22083,FIPSCode,1.0,Kennedy,0.000313
22083,FIPSCode,1.0,Jacob,0.000208
22083,FIPSCode,1.0,White,0.000104
22083,FIPSCode,1.0,La Riva,0.0
22085,FIPSCode,1.0,Trump,0.805048
22085,FIPSCode,1.0,Clinton,0.174006
22085,FIPSCode,1.0,Johnson,0.009911
22085,FIPSCode,1.0,McMullin,0.002554
22085,FIPSCode,1.0,Stein,0.002452
22085,FIPSCode,1.0,Keniston,0.001941
22085,FIPSCode,1.0,Castle,0.001839
22085,FIPSCode,1.0,Kotlikoff,0.000817
22085,FIPSCode,1.0,Hoefling,0.000715
22085,FIPSCode,1.0,Kennedy,0.000204
22085,FIPSCode,1.0,La Riva,0.000204
22085,FIPSCode,1.0,Jacob,0.000204
22085,FIPSCode,1.0,White,0.000102
22087,FIPSCode,1.0,Trump,0.647297
22087,FIPSCode,1.0,Clinton,0.313626
22087,FIPSCode,1.0,Johnson,0.019475
22087,FIPSCode,1.0,Stein,0.010686
22087,FIPSCode,1.0,McMullin,0.002592
22087,FIPSCode,1.0,Castle,0.00196
22087,FIPSCode,1.0,Keniston,0.001391
22087,FIPSCode,1.0,Hoefling,0.000885
22087,FIPSCode,1.0,Jacob,0.000822
22087,FIPSCode,1.0,Kotlikoff,0.000822
22087,FIPSCode,1.0,La Riva,0.00019
22087,FIPSCode,1.0,White,0.00019
22087,FIPSCode,1.0,Kennedy,6.3e-05
22089,FIPSCode,1.0,Trump,0.634583
22089,FIPSCode,1.0,Clinton,0.326779
22089,FIPSCode,1.0,Johnson,0.022602
22089,FIPSCode,1.0,Stein,0.007101
22089,FIPSCode,1.0,McMullin,0.004429
22089,FIPSCode,1.0,Castle,0.001107
22089,FIPSCode,1.0,Hoefling,0.001107
22089,FIPSCode,1.0,Keniston,0.000993
22089,FIPSCode,1.0,Jacob,0.000535
22089,FIPSCode,1.0,Kotlikoff,0.000344
22089,FIPSCode,1.0,White,0.000153
22089,FIPSCode,1.0,Kennedy,0.000153
22089,FIPSCode,1.0,La Riva,0.000115
22091,FIPSCode,1.0,Trump,0.418679
22091,FIPSCode,1.0,Clinton,0.562207
22091,FIPSCode,1.0,Johnson,0.00721
22091,FIPSCode,1.0,Stein,0.003018
22091,FIPSCode,1.0,McMullin,0.003018
22091,FIPSCode,1.0,Castle,0.002683
22091,FIPSCode,1.0,Hoefling,0.001006
22091,FIPSCode,1.0,Keniston,0.000838
22091,FIPSCode,1.0,Kotlikoff,0.000503
22091,FIPSCode,1.0,La Riva,0.000335
22091,FIPSCode,1.0,Jacob,0.000168
22091,FIPSCode,1.0,White,0.000168
22091,FIPSCode,1.0,Kennedy,0.000168
22093,FIPSCode,1.0,Trump,0.451469
22093,FIPSCode,1.0,Clinton,0.531072
22093,FIPSCode,1.0,Johnson,0.008109
22093,FIPSCode,1.0,Stein,0.003641
22093,FIPSCode,1.0,McMullin,0.00182
22093,FIPSCode,1.0,Castle,0.001158
22093,FIPSCode,1.0,Kotlikoff,0.000827
22093,FIPSCode,1.0,Keniston,0.000496
22093,FIPSCode,1.0,La Riva,0.000414
22093,FIPSCode,1.0,Kennedy,0.000414
22093,FIPSCode,1.0,Hoefling,0.000331
22093,FIPSCode,1.0,White,0.000248
22093,FIPSCode,1.0,Jacob,0.0
22095,FIPSCode,1.0,Trump,0.364894
22095,FIPSCode,1.0,Clinton,0.610375
22095,FIPSCode,1.0,Johnson,0.010992
22095,FIPSCode,1.0,Stein,0.005882
22095,FIPSCode,1.0,McMullin,0.002169
22095,FIPSCode,1.0,Castle,0.001736
22095,FIPSCode,1.0,Kotlikoff,0.000964
22095,FIPSCode,1.0,Keniston,0.00082
22095,FIPSCode,1.0,Hoefling,0.000627
22095,FIPSCode,1.0,Jacob,0.000579
22095,FIPSCode,1.0,Kennedy,0.000337
22095,FIPSCode,1.0,White,0.000337
22095,FIPSCode,1.0,La Riva,0.000289
22097,FIPSCode,1.0,Trump,0.549591
22097,FIPSCode,1.0,Clinton,0.430473
22097,FIPSCode,1.0,Johnson,0.008755
22097,FIPSCode,1.0,Stein,0.004528
22097,FIPSCode,1.0,McMullin,0.002176
22097,FIPSCode,1.0,Castle,0.001776
22097,FIPSCode,1.0,Keniston,0.000725
22097,FIPSCode,1.0,Hoefling,0.000625
22097,FIPSCode,1.0,Kotlikoff,0.000325
22097,FIPSCode,1.0,La Riva,0.0003
22097,FIPSCode,1.0,White,0.000275
22097,FIPSCode,1.0,Jacob,0.00025
22097,FIPSCode,1.0,Kennedy,0.0002
22099,FIPSCode,1.0,Trump,0.655262
22099,FIPSCode,1.0,Clinton,0.32101
22099,FIPSCode,1.0,Johnson,0.011767
22099,FIPSCode,1.0,Stein,0.004699
22099,FIPSCode,1.0,McMullin,0.002563
22099,FIPSCode,1.0,Castle,0.001631
22099,FIPSCode,1.0,Keniston,0.001087
22099,FIPSCode,1.0,Kotlikoff,0.000621
22099,FIPSCode,1.0,Hoefling,0.000544
22099,FIPSCode,1.0,Jacob,0.000311
22099,FIPSCode,1.0,La Riva,0.000233
22099,FIPSCode,1.0,White,0.000155
22099,FIPSCode,1.0,Kennedy,0.000117
22101,FIPSCode,1.0,Trump,0.627661
22101,FIPSCode,1.0,Clinton,0.351882
22101,FIPSCode,1.0,Johnson,0.010709
22101,FIPSCode,1.0,Stein,0.003716
22101,FIPSCode,1.0,McMullin,0.002229
22101,FIPSCode,1.0,Castle,0.00118
22101,FIPSCode,1.0,Hoefling,0.000831
22101,FIPSCode,1.0,Keniston,0.000699
22101,FIPSCode,1.0,Kotlikoff,0.000437
22101,FIPSCode,1.0,Jacob,0.000219
22101,FIPSCode,1.0,Kennedy,0.000175
22101,FIPSCode,1.0,White,0.000175
22101,FIPSCode,1.0,La Riva,8.7e-05
22103,FIPSCode,1.0,Trump,0.730875
22103,FIPSCode,1.0,Clinton,0.22282
22103,FIPSCode,1.0,Johnson,0.027405
22103,FIPSCode,1.0,Stein,0.008192
22103,FIPSCode,1.0,McMullin,0.006246
22103,FIPSCode,1.0,Castle,0.001656
22103,FIPSCode,1.0,Keniston,0.000852
22103,FIPSCode,1.0,Hoefling,0.000772
22103,FIPSCode,1.0,Kotlikoff,0.000434
22103,FIPSCode,1.0,Jacob,0.00033
22103,FIPSCode,1.0,Kennedy,0.000193
22103,FIPSCode,1.0,La Riva,0.000145
22103,FIPSCode,1.0,White,8e-05
22105,FIPSCode,1.0,Trump,0.647875
22105,FIPSCode,1.0,Clinton,0.322001
22105,FIPSCode,1.0,Johnson,0.016083
22105,FIPSCode,1.0,Stein,0.005456
22105,FIPSCode,1.0,McMullin,0.00351
22105,FIPSCode,1.0,Castle,0.001622
22105,FIPSCode,1.0,Hoefling,0.000916
22105,FIPSCode,1.0,Keniston,0.000897
22105,FIPSCode,1.0,Kotlikoff,0.00063
22105,FIPSCode,1.0,Kennedy,0.000305
22105,FIPSCode,1.0,Jacob,0.000267
22105,FIPSCode,1.0,White,0.000229
22105,FIPSCode,1.0,La Riva,0.00021
22107,FIPSCode,1.0,Trump,0.463893
22107,FIPSCode,1.0,Clinton,0.522763
22107,FIPSCode,1.0,Johnson,0.005102
22107,FIPSCode,1.0,Stein,0.00314
22107,FIPSCode,1.0,Jacob,0.001177
22107,FIPSCode,1.0,Kennedy,0.000785
22107,FIPSCode,1.0,White,0.000785
22107,FIPSCode,1.0,Hoefling,0.000785
22107,FIPSCode,1.0,Castle,0.000392
22107,FIPSCode,1.0,Kotlikoff,0.000392
22107,FIPSCode,1.0,Keniston,0.000392
22107,FIPSCode,1.0,McMullin,0.000392
22107,FIPSCode,1.0,La Riva,0.0
22109,FIPSCode,1.0,Trump,0.726763
22109,FIPSCode,1.0,Clinton,0.242961
22109,FIPSCode,1.0,Johnson,0.018407
22109,FIPSCode,1.0,Stein,0.004898
22109,FIPSCode,1.0,McMullin,0.002711
22109,FIPSCode,1.0,Castle,0.001754
22109,FIPSCode,1.0,Keniston,0.000934
22109,FIPSCode,1.0,Hoefling,0.000706
22109,FIPSCode,1.0,Kotlikoff,0.000228
22109,FIPSCode,1.0,Jacob,0.000205
22109,FIPSCode,1.0,Kennedy,0.000182
22109,FIPSCode,1.0,La Riva,0.000182
22109,FIPSCode,1.0,White,6.8e-05
22111,FIPSCode,1.0,Trump,0.731779
22111,FIPSCode,1.0,Clinton,0.247017
22111,FIPSCode,1.0,Johnson,0.009914
22111,FIPSCode,1.0,Castle,0.003488
22111,FIPSCode,1.0,Stein,0.002937
22111,FIPSCode,1.0,McMullin,0.002295
22111,FIPSCode,1.0,Keniston,0.001102
22111,FIPSCode,1.0,Kotlikoff,0.000551
22111,FIPSCode,1.0,Hoefling,0.000367
22111,FIPSCode,1.0,Kennedy,0.000275
22111,FIPSCode,1.0,White,9.2e-05
22111,FIPSCode,1.0,La Riva,9.2e-05
22111,FIPSCode,1.0,Jacob,9.2e-05
22113,FIPSCode,1.0,Trump,0.782733
22113,FIPSCode,1.0,Clinton,0.18949
22113,FIPSCode,1.0,Johnson,0.015449
22113,FIPSCode,1.0,Stein,0.004526
22113,FIPSCode,1.0,McMullin,0.00277
22113,FIPSCode,1.0,Castle,0.001873
22113,FIPSCode,1.0,Keniston,0.001014
22113,FIPSCode,1.0,Hoefling,0.000897
22113,FIPSCode,1.0,Kotlikoff,0.00039
22113,FIPSCode,1.0,Jacob,0.00039
22113,FIPSCode,1.0,White,0.000234
22113,FIPSCode,1.0,Kennedy,0.000156
22113,FIPSCode,1.0,La Riva,7.8e-05
22115,FIPSCode,1.0,Trump,0.809896
22115,FIPSCode,1.0,Clinton,0.160224
22115,FIPSCode,1.0,Johnson,0.015932
22115,FIPSCode,1.0,Stein,0.004329
22115,FIPSCode,1.0,McMullin,0.003247
22115,FIPSCode,1.0,Castle,0.002345
22115,FIPSCode,1.0,Keniston,0.002104
22115,FIPSCode,1.0,Hoefling,0.000782
22115,FIPSCode,1.0,Kotlikoff,0.000481
22115,FIPSCode,1.0,Jacob,0.00024
22115,FIPSCode,1.0,Kennedy,0.00018
22115,FIPSCode,1.0,La Riva,0.00012
22115,FIPSCode,1.0,White,0.00012
22117,FIPSCode,1.0,Trump,0.674039
22117,FIPSCode,1.0,Clinton,0.305562
22117,FIPSCode,1.0,Johnson,0.009931
22117,FIPSCode,1.0,Stein,0.00365
22117,FIPSCode,1.0,McMullin,0.001879
22117,FIPSCode,1.0,Castle,0.001557
22117,FIPSCode,1.0,Keniston,0.001127
22117,FIPSCode,1.0,Hoefling,0.000805
22117,FIPSCode,1.0,Kotlikoff,0.000429
22117,FIPSCode,1.0,Kennedy,0.000376
22117,FIPSCode,1.0,Jacob,0.000322
22117,FIPSCode,1.0,La Riva,0.000215
22117,FIPSCode,1.0,White,0.000107
22119,FIPSCode,1.0,Trump,0.636098
22119,FIPSCode,1.0,Clinton,0.344999
22119,FIPSCode,1.0,Johnson,0.009149
22119,FIPSCode,1.0,Stein,0.003472
22119,FIPSCode,1.0,McMullin,0.00226
22119,FIPSCode,1.0,Hoefling,0.000827
22119,FIPSCode,1.0,Keniston,0.000827
22119,FIPSCode,1.0,Castle,0.000772
22119,FIPSCode,1.0,Kotlikoff,0.000716
22119,FIPSCode,1.0,Jacob,0.000331
22119,FIPSCode,1.0,La Riva,0.00022
22119,FIPSCode,1.0,Kennedy,0.000165
22119,FIPSCode,1.0,White,0.000165
22121,FIPSCode,1.0,Trump,0.544918
22121,FIPSCode,1.0,Clinton,0.423458
22121,FIPSCode,1.0,Johnson,0.016205
22121,FIPSCode,1.0,Stein,0.005664
22121,FIPSCode,1.0,McMullin,0.004169
22121,FIPSCode,1.0,Hoefling,0.001259
22121,FIPSCode,1.0,Keniston,0.00118
22121,FIPSCode,1.0,Castle,0.001023
22121,FIPSCode,1.0,Kotlikoff,0.000865
22121,FIPSCode,1.0,Kennedy,0.000551
22121,FIPSCode,1.0,White,0.000315
22121,FIPSCode,1.0,Jacob,0.000236
22121,FIPSCode,1.0,La Riva,0.000157
22123,FIPSCode,1.0,Trump,0.834209
22123,FIPSCode,1.0,Clinton,0.150242
22123,FIPSCode,1.0,Johnson,0.005673
22123,FIPSCode,1.0,McMullin,0.002311
22123,FIPSCode,1.0,Stein,0.002101
22123,FIPSCode,1.0,Castle,0.001051
22123,FIPSCode,1.0,Hoefling,0.001051
22123,FIPSCode,1.0,Keniston,0.001051
22123,FIPSCode,1.0,Kotlikoff,0.000841
22123,FIPSCode,1.0,Jacob,0.000841
22123,FIPSCode,1.0,Kennedy,0.00042
22123,FIPSCode,1.0,La Riva,0.00021
22123,FIPSCode,1.0,White,0.0
22125,FIPSCode,1.0,Trump,0.584584
22125,FIPSCode,1.0,Clinton,0.387653
22125,FIPSCode,1.0,Johnson,0.016727
22125,FIPSCode,1.0,McMullin,0.004311
22125,FIPSCode,1.0,Stein,0.002932
22125,FIPSCode,1.0,Castle,0.001035
22125,FIPSCode,1.0,Keniston,0.000862
22125,FIPSCode,1.0,Hoefling,0.00069
22125,FIPSCode,1.0,Kotlikoff,0.000517
22125,FIPSCode,1.0,Jacob,0.000345
22125,FIPSCode,1.0,White,0.000345
22125,FIPSCode,1.0,Kennedy,0.0
22125,FIPSCode,1.0,La Riva,0.0
22127,FIPSCode,1.0,Trump,0.723164
22127,FIPSCode,1.0,Clinton,0.258004
22127,FIPSCode,1.0,Johnson,0.006277
22127,FIPSCode,1.0,Stein,0.004551
22127,FIPSCode,1.0,McMullin,0.002354
22127,FIPSCode,1.0,Castle,0.00204
22127,FIPSCode,1.0,Hoefling,0.001255
22127,FIPSCode,1.0,Keniston,0.001255
22127,FIPSCode,1.0,Jacob,0.000628
22127,FIPSCode,1.0,Kennedy,0.000471
22127,FIPSCode,1.0,White,0.0
22127,FIPSCode,1.0,La Riva,0.0
22127,FIPSCode,1.0,Kotlikoff,0.0
,state,1.0,Clinton,0.609822
,state,1.0,Trump,0.333426
,state,1.0,Johnson,0.042185
,state,1.0,Stein,0.014567
25023,FIPSCode,1.0,Clinton,0.508249
25023,FIPSCode,1.0,Trump,0.432698
25023,FIPSCode,1.0,Johnson,0.047039
25023,FIPSCode,1.0,Stein,0.012013
25017,FIPSCode,1.0,Clinton,0.664483
25017,FIPSCode,1.0,Trump,0.280669
25017,FIPSCode,1.0,Johnson,0.041426
25017,FIPSCode,1.0,Stein,0.013422
25005,FIPSCode,1.0,Clinton,0.52055
25005,FIPSCode,1.0,Trump,0.423718
25005,FIPSCode,1.0,Johnson,0.040908
25005,FIPSCode,1.0,Stein,0.014824
25003,FIPSCode,1.0,Clinton,0.675276
25003,FIPSCode,1.0,Trump,0.260122
25003,FIPSCode,1.0,Johnson,0.039469
25003,FIPSCode,1.0,Stein,0.025133
25013,FIPSCode,1.0,Clinton,0.554486
25013,FIPSCode,1.0,Trump,0.38751
25013,FIPSCode,1.0,Johnson,0.040984
25013,FIPSCode,1.0,Stein,0.01702
25009,FIPSCode,1.0,Clinton,0.585766
25009,FIPSCode,1.0,Trump,0.35918
25009,FIPSCode,1.0,Johnson,0.042725
25009,FIPSCode,1.0,Stein,0.012329
25015,FIPSCode,1.0,Clinton,0.668046
25015,FIPSCode,1.0,Trump,0.262913
25015,FIPSCode,1.0,Stein,0.031661
25015,FIPSCode,1.0,Johnson,0.03738
25027,FIPSCode,1.0,Clinton,0.518575
25027,FIPSCode,1.0,Trump,0.411363
25027,FIPSCode,1.0,Johnson,0.055302
25027,FIPSCode,1.0,Stein,0.014761
25011,FIPSCode,1.0,Clinton,0.641524
25011,FIPSCode,1.0,Trump,0.271622
25011,FIPSCode,1.0,Johnson,0.049848
25011,FIPSCode,1.0,Stein,0.037006
25021,FIPSCode,1.0,Clinton,0.614119
25021,FIPSCode,1.0,Trump,0.33146
25021,FIPSCode,1.0,Johnson,0.043206
25021,FIPSCode,1.0,Stein,0.011215
25001,FIPSCode,1.0,Clinton,0.541391
25001,FIPSCode,1.0,Trump,0.404373
25001,FIPSCode,1.0,Johnson,0.039892
25001,FIPSCode,1.0,Stein,0.014344
25025,FIPSCode,1.0,Clinton,0.796256
25025,FIPSCode,1.0,Trump,0.163369
25025,FIPSCode,1.0,Johnson,0.025908
25025,FIPSCode,1.0,Stein,0.014467
25007,FIPSCode,1.0,Clinton,0.730308
25007,FIPSCode,1.0,Trump,0.215354
25007,FIPSCode,1.0,Johnson,0.031821
25007,FIPSCode,1.0,Stein,0.022518
25019,FIPSCode,1.0,Clinton,0.647206
25019,FIPSCode,1.0,Trump,0.295348
25019,FIPSCode,1.0,Johnson,0.040587
25019,FIPSCode,1.0,Stein,0.016859
,state,1.0,Clinton,0.613133
,state,1.0,Trump,0.344644
,state,1.0,Johnson,0.029089
,state,1.0,Stein,0.013135
24001,FIPSCode,1.0,Clinton,0.259319
24001,FIPSCode,1.0,Trump,0.700408
24001,FIPSCode,1.0,Johnson,0.028253
24001,FIPSCode,1.0,Stein,0.012019
24003,FIPSCode,1.0,Clinton,0.485432
24003,FIPSCode,1.0,Trump,0.462691
24003,FIPSCode,1.0,Johnson,0.039343
24003,FIPSCode,1.0,Stein,0.012535
24005,FIPSCode,1.0,Clinton,0.567341
24005,FIPSCode,1.0,Trump,0.388277
24005,FIPSCode,1.0,Johnson,0.030516
24005,FIPSCode,1.0,Stein,0.013866
24510,FIPSCode,1.0,Clinton,0.856849
24510,FIPSCode,1.0,Trump,0.10656
24510,FIPSCode,1.0,Johnson,0.019312
24510,FIPSCode,1.0,Stein,0.017279
24009,FIPSCode,1.0,Clinton,0.39014
24009,FIPSCode,1.0,Trump,0.560346
24009,FIPSCode,1.0,Johnson,0.038853
24009,FIPSCode,1.0,Stein,0.010661
24011,FIPSCode,1.0,Clinton,0.287363
24011,FIPSCode,1.0,Trump,0.671493
24011,FIPSCode,1.0,Johnson,0.031897
24011,FIPSCode,1.0,Stein,0.009247
24013,FIPSCode,1.0,Clinton,0.29477
24013,FIPSCode,1.0,Trump,0.645915
24013,FIPSCode,1.0,Johnson,0.047555
24013,FIPSCode,1.0,Stein,0.011761
24015,FIPSCode,1.0,Clinton,0.305021
24015,FIPSCode,1.0,Trump,0.645081
24015,FIPSCode,1.0,Johnson,0.037206
24015,FIPSCode,1.0,Stein,0.012692
24017,FIPSCode,1.0,Clinton,0.637316
24017,FIPSCode,1.0,Trump,0.330845
24017,FIPSCode,1.0,Johnson,0.021906
24017,FIPSCode,1.0,Stein,0.009933
24019,FIPSCode,1.0,Clinton,0.413467
24019,FIPSCode,1.0,Trump,0.557005
24019,FIPSCode,1.0,Johnson,0.022312
24019,FIPSCode,1.0,Stein,0.007217
24021,FIPSCode,1.0,Clinton,0.458723
24021,FIPSCode,1.0,Trump,0.48307
24021,FIPSCode,1.0,Johnson,0.044045
24021,FIPSCode,1.0,Stein,0.014162
24023,FIPSCode,1.0,Clinton,0.185343
24023,FIPSCode,1.0,Trump,0.778051
24023,FIPSCode,1.0,Johnson,0.028881
24023,FIPSCode,1.0,Stein,0.007726
24025,FIPSCode,1.0,Clinton,0.357747
24025,FIPSCode,1.0,Trump,0.591673
24025,FIPSCode,1.0,Johnson,0.038452
24025,FIPSCode,1.0,Stein,0.012128
24027,FIPSCode,1.0,Clinton,0.646659
24027,FIPSCode,1.0,Trump,0.299287
24027,FIPSCode,1.0,Johnson,0.039595
24027,FIPSCode,1.0,Stein,0.014459
24029,FIPSCode,1.0,Clinton,0.463104
24029,FIPSCode,1.0,Trump,0.493572
24029,FIPSCode,1.0,Johnson,0.031582
24029,FIPSCode,1.0,Stein,0.011742
24031,FIPSCode,1.0,Clinton,0.763509
24031,FIPSCode,1.0,Trump,0.197801
24031,FIPSCode,1.0,Johnson,0.024565
