fipscode,level,precinctsreportingpct,last,votepct
08107,FIPSCode,1.0,De La Fuente,0.000358
08107,FIPSCode,1.0,Kopitke,0.000286
08107,FIPSCode,1.0,La Riva,0.000286
08107,FIPSCode,1.0,Smith,0.000286
08107,FIPSCode,1.0,Maldonado,0.000286
08107,FIPSCode,1.0,Silva,0.000215
08107,FIPSCode,1.0,Hedges,0.000215
08107,FIPSCode,1.0,Kennedy,0.000215
08107,FIPSCode,1.0,Kotlikoff,0.000215
08107,FIPSCode,1.0,Scott,0.000215
08107,FIPSCode,1.0,Atwood,0.000143
08107,FIPSCode,1.0,Maturen,7.2e-05
08107,FIPSCode,1.0,Hoefling,0.0
08107,FIPSCode,1.0,Lyttle,0.0
08107,FIPSCode,1.0,Soltysik,0.0
08109,FIPSCode,1.0,Clinton,0.499824
08109,FIPSCode,1.0,Trump,0.404586
08109,FIPSCode,1.0,Stein,0.045503
08109,FIPSCode,1.0,Johnson,0.032451
08109,FIPSCode,1.0,Castle,0.005644
08109,FIPSCode,1.0,McMullin,0.004938
08109,FIPSCode,1.0,Keniston,0.002469
08109,FIPSCode,1.0,De La Fuente,0.001411
08109,FIPSCode,1.0,Kopitke,0.000705
08109,FIPSCode,1.0,Lyttle,0.000705
08109,FIPSCode,1.0,Scott,0.000705
08109,FIPSCode,1.0,Atwood,0.000353
08109,FIPSCode,1.0,Smith,0.000353
08109,FIPSCode,1.0,Maldonado,0.000353
08109,FIPSCode,1.0,Hoefling,0.0
08109,FIPSCode,1.0,Maturen,0.0
08109,FIPSCode,1.0,Silva,0.0
08109,FIPSCode,1.0,Hedges,0.0
08109,FIPSCode,1.0,La Riva,0.0
08109,FIPSCode,1.0,Soltysik,0.0
08109,FIPSCode,1.0,Kennedy,0.0
08109,FIPSCode,1.0,Kotlikoff,0.0
08111,FIPSCode,1.0,Clinton,0.523715
08111,FIPSCode,1.0,Trump,0.424901
08111,FIPSCode,1.0,Johnson,0.033597
08111,FIPSCode,1.0,Stein,0.007905
08111,FIPSCode,1.0,Silva,0.003953
08111,FIPSCode,1.0,McMullin,0.003953
08111,FIPSCode,1.0,Smith,0.001976
08111,FIPSCode,1.0,De La Fuente,0.0
08111,FIPSCode,1.0,Hoefling,0.0
08111,FIPSCode,1.0,Castle,0.0
08111,FIPSCode,1.0,Kopitke,0.0
08111,FIPSCode,1.0,Maturen,0.0
08111,FIPSCode,1.0,Atwood,0.0
08111,FIPSCode,1.0,Lyttle,0.0
08111,FIPSCode,1.0,Hedges,0.0
08111,FIPSCode,1.0,La Riva,0.0
08111,FIPSCode,1.0,Soltysik,0.0
08111,FIPSCode,1.0,Kennedy,0.0
08111,FIPSCode,1.0,Maldonado,0.0
08111,FIPSCode,1.0,Kotlikoff,0.0
08111,FIPSCode,1.0,Scott,0.0
08111,FIPSCode,1.0,Keniston,0.0
08113,FIPSCode,1.0,Clinton,0.687226
08113,FIPSCode,1.0,Trump,0.238623
08113,FIPSCode,1.0,Johnson,0.035574
08113,FIPSCode,1.0,Stein,0.029568
08113,FIPSCode,1.0,Castle,0.003465
08113,FIPSCode,1.0,McMullin,0.003465
08113,FIPSCode,1.0,Silva,0.000462
08113,FIPSCode,1.0,Scott,0.000462
08113,FIPSCode,1.0,Keniston,0.000462
08113,FIPSCode,1.0,Lyttle,0.000231
08113,FIPSCode,1.0,Maldonado,0.000231
08113,FIPSCode,1.0,Smith,0.000231
08113,FIPSCode,1.0,De La Fuente,0.0
08113,FIPSCode,1.0,Hoefling,0.0
08113,FIPSCode,1.0,Kopitke,0.0
08113,FIPSCode,1.0,Atwood,0.0
08113,FIPSCode,1.0,Maturen,0.0
08113,FIPSCode,1.0,Hedges,0.0
08113,FIPSCode,1.0,La Riva,0.0
08113,FIPSCode,1.0,Soltysik,0.0
08113,FIPSCode,1.0,Kennedy,0.0
08113,FIPSCode,1.0,Kotlikoff,0.0
08115,FIPSCode,1.0,Clinton,0.195748
08115,FIPSCode,1.0,Trump,0.744135
08115,FIPSCode,1.0,Johnson,0.020528
08115,FIPSCode,1.0,Stein,0.015396
08115,FIPSCode,1.0,McMullin,0.008798
08115,FIPSCode,1.0,Castle,0.006598
08115,FIPSCode,1.0,Keniston,0.004399
08115,FIPSCode,1.0,Smith,0.001466
08115,FIPSCode,1.0,De La Fuente,0.000733
08115,FIPSCode,1.0,Kennedy,0.000733
08115,FIPSCode,1.0,Kotlikoff,0.000733
08115,FIPSCode,1.0,Scott,0.000733
08115,FIPSCode,1.0,Hoefling,0.0
08115,FIPSCode,1.0,Kopitke,0.0
08115,FIPSCode,1.0,Maturen,0.0
08115,FIPSCode,1.0,Silva,0.0
08115,FIPSCode,1.0,Atwood,0.0
08115,FIPSCode,1.0,Lyttle,0.0
08115,FIPSCode,1.0,Hedges,0.0
08115,FIPSCode,1.0,La Riva,0.0
08115,FIPSCode,1.0,Soltysik,0.0
08115,FIPSCode,1.0,Maldonado,0.0
08117,FIPSCode,1.0,Clinton,0.590887
08117,FIPSCode,1.0,Trump,0.315321
08117,FIPSCode,1.0,Johnson,0.061828
08117,FIPSCode,1.0,Stein,0.018672
08117,FIPSCode,1.0,McMullin,0.006987
08117,FIPSCode,1.0,Castle,0.002844
08117,FIPSCode,1.0,De La Fuente,0.000556
08117,FIPSCode,1.0,Keniston,0.000495
08117,FIPSCode,1.0,Silva,0.000433
08117,FIPSCode,1.0,Kopitke,0.000371
08117,FIPSCode,1.0,Scott,0.000371
08117,FIPSCode,1.0,Smith,0.000309
08117,FIPSCode,1.0,Hoefling,0.000185
08117,FIPSCode,1.0,La Riva,0.000185
08117,FIPSCode,1.0,Lyttle,0.000124
08117,FIPSCode,1.0,Kotlikoff,0.000124
08117,FIPSCode,1.0,Maldonado,0.000124
08117,FIPSCode,1.0,Maturen,6.2e-05
08117,FIPSCode,1.0,Atwood,6.2e-05
08117,FIPSCode,1.0,Kennedy,6.2e-05
08117,FIPSCode,1.0,Hedges,0.0
08117,FIPSCode,1.0,Soltysik,0.0
08119,FIPSCode,1.0,Clinton,0.249446
08119,FIPSCode,1.0,Trump,0.674675
08119,FIPSCode,1.0,Johnson,0.046663
08119,FIPSCode,1.0,Stein,0.011423
08119,FIPSCode,1.0,McMullin,0.008377
08119,FIPSCode,1.0,Castle,0.005123
08119,FIPSCode,1.0,Keniston,0.0018
08119,FIPSCode,1.0,Smith,0.001246
08119,FIPSCode,1.0,Maturen,0.000415
08119,FIPSCode,1.0,Kennedy,0.000208
08119,FIPSCode,1.0,Kopitke,0.000138
08119,FIPSCode,1.0,La Riva,0.000138
08119,FIPSCode,1.0,Hoefling,6.9e-05
08119,FIPSCode,1.0,Atwood,6.9e-05
08119,FIPSCode,1.0,Lyttle,6.9e-05
08119,FIPSCode,1.0,Kotlikoff,6.9e-05
08119,FIPSCode,1.0,Scott,6.9e-05
08119,FIPSCode,1.0,De La Fuente,0.0
08119,FIPSCode,1.0,Silva,0.0
08119,FIPSCode,1.0,Hedges,0.0
08119,FIPSCode,1.0,Soltysik,0.0
08119,FIPSCode,1.0,Maldonado,0.0
08121,FIPSCode,1.0,Clinton,0.108306
08121,FIPSCode,1.0,Trump,0.8412
08121,FIPSCode,1.0,Johnson,0.030004
08121,FIPSCode,1.0,McMullin,0.005854
08121,FIPSCode,1.0,Castle,0.005123
08121,FIPSCode,1.0,Stein,0.004025
08121,FIPSCode,1.0,Keniston,0.002195
08121,FIPSCode,1.0,De La Fuente,0.000732
08121,FIPSCode,1.0,Smith,0.000732
08121,FIPSCode,1.0,Hoefling,0.000366
08121,FIPSCode,1.0,Kopitke,0.000366
08121,FIPSCode,1.0,Atwood,0.000366
08121,FIPSCode,1.0,Lyttle,0.000366
08121,FIPSCode,1.0,Scott,0.000366
08121,FIPSCode,1.0,Maturen,0.0
08121,FIPSCode,1.0,Silva,0.0
08121,FIPSCode,1.0,Hedges,0.0
08121,FIPSCode,1.0,La Riva,0.0
08121,FIPSCode,1.0,Soltysik,0.0
08121,FIPSCode,1.0,Kennedy,0.0
08121,FIPSCode,1.0,Maldonado,0.0
08121,FIPSCode,1.0,Kotlikoff,0.0
08123,FIPSCode,1.0,Clinton,0.343496
08123,FIPSCode,1.0,Trump,0.565991
08123,FIPSCode,1.0,Johnson,0.055284
08123,FIPSCode,1.0,McMullin,0.011925
08123,FIPSCode,1.0,Stein,0.009991
08123,FIPSCode,1.0,Castle,0.006232
08123,FIPSCode,1.0,Keniston,0.002451
08123,FIPSCode,1.0,Smith,0.000886
08123,FIPSCode,1.0,De La Fuente,0.000665
08123,FIPSCode,1.0,Kopitke,0.00062
08123,FIPSCode,1.0,Hoefling,0.000384
08123,FIPSCode,1.0,Maldonado,0.000354
08123,FIPSCode,1.0,Maturen,0.00034
08123,FIPSCode,1.0,Silva,0.000273
08123,FIPSCode,1.0,Scott,0.000258
08123,FIPSCode,1.0,La Riva,0.000222
08123,FIPSCode,1.0,Lyttle,0.000148
08123,FIPSCode,1.0,Kennedy,0.000148
08123,FIPSCode,1.0,Atwood,0.000103
08123,FIPSCode,1.0,Soltysik,8.1e-05
08123,FIPSCode,1.0,Kotlikoff,8.1e-05
08123,FIPSCode,1.0,Hedges,6.6e-05
08125,FIPSCode,1.0,Clinton,0.151534
08125,FIPSCode,1.0,Trump,0.80359
08125,FIPSCode,1.0,Johnson,0.02463
08125,FIPSCode,1.0,McMullin,0.006888
08125,FIPSCode,1.0,Castle,0.005427
08125,FIPSCode,1.0,Stein,0.00334
08125,FIPSCode,1.0,Keniston,0.002505
08125,FIPSCode,1.0,Smith,0.000835
08125,FIPSCode,1.0,Kopitke,0.000626
08125,FIPSCode,1.0,De La Fuente,0.000417
08125,FIPSCode,1.0,Scott,0.000209
08125,FIPSCode,1.0,Hoefling,0.0
08125,FIPSCode,1.0,Maturen,0.0
08125,FIPSCode,1.0,Atwood,0.0
08125,FIPSCode,1.0,Silva,0.0
08125,FIPSCode,1.0,Lyttle,0.0
08125,FIPSCode,1.0,Hedges,0.0
08125,FIPSCode,1.0,La Riva,0.0
08125,FIPSCode,1.0,Soltysik,0.0
08125,FIPSCode,1.0,Kennedy,0.0
08125,FIPSCode,1.0,Maldonado,0.0
08125,FIPSCode,1.0,Kotlikoff,0.0
08035,FIPSCode,1.0,Clinton,0.366173
08035,FIPSCode,1.0,Trump,0.547059
08035,FIPSCode,1.0,Johnson,0.054464
08035,FIPSCode,1.0,McMullin,0.016544
08035,FIPSCode,1.0,Stein,0.007877
08035,FIPSCode,1.0,Castle,0.003707
08035,FIPSCode,1.0,Keniston,0.001349
08035,FIPSCode,1.0,Smith,0.000555
08035,FIPSCode,1.0,Kopitke,0.000341
08035,FIPSCode,1.0,Maturen,0.000277
08035,FIPSCode,1.0,Silva,0.000272
08035,FIPSCode,1.0,De La Fuente,0.00024
08035,FIPSCode,1.0,Scott,0.000213
08035,FIPSCode,1.0,Maldonado,0.000203
08035,FIPSCode,1.0,Hoefling,0.000197
08035,FIPSCode,1.0,Kotlikoff,0.000155
08035,FIPSCode,1.0,Atwood,8e-05
08035,FIPSCode,1.0,Lyttle,6.9e-05
08035,FIPSCode,1.0,Kennedy,6.9e-05
08035,FIPSCode,1.0,Soltysik,6.4e-05
08035,FIPSCode,1.0,La Riva,5.3e-05
08035,FIPSCode,1.0,Hedges,3.7e-05
08014,FIPSCode,1.0,Clinton,0.523521
08014,FIPSCode,1.0,Trump,0.381199
08014,FIPSCode,1.0,Johnson,0.057683
08014,FIPSCode,1.0,McMullin,0.014434
08014,FIPSCode,1.0,Stein,0.013187
08014,FIPSCode,1.0,Castle,0.004033
08014,FIPSCode,1.0,Keniston,0.001857
08014,FIPSCode,1.0,Smith,0.000743
08014,FIPSCode,1.0,Maturen,0.000637
08014,FIPSCode,1.0,Kopitke,0.000371
08014,FIPSCode,1.0,Silva,0.000292
08014,FIPSCode,1.0,Lyttle,0.000265
08014,FIPSCode,1.0,Kotlikoff,0.000265
08014,FIPSCode,1.0,Maldonado,0.000239
08014,FIPSCode,1.0,Scott,0.000239
08014,FIPSCode,1.0,De La Fuente,0.000212
08014,FIPSCode,1.0,Kennedy,0.000212
08014,FIPSCode,1.0,Soltysik,0.000186
08014,FIPSCode,1.0,Hoefling,0.000159
08014,FIPSCode,1.0,Atwood,0.000106
08014,FIPSCode,1.0,La Riva,0.000106
08014,FIPSCode,1.0,Hedges,5.3e-05
08093,FIPSCode,1.0,Clinton,0.328405
08093,FIPSCode,1.0,Trump,0.588941
08093,FIPSCode,1.0,Johnson,0.048862
08093,FIPSCode,1.0,Stein,0.016223
08093,FIPSCode,1.0,McMullin,0.006816
08093,FIPSCode,1.0,Castle,0.005568
08093,FIPSCode,1.0,Keniston,0.002112
08093,FIPSCode,1.0,Smith,0.000576
08093,FIPSCode,1.0,Kopitke,0.00048
08093,FIPSCode,1.0,Scott,0.000384
08093,FIPSCode,1.0,De La Fuente,0.000288
08093,FIPSCode,1.0,Hoefling,0.000288
08093,FIPSCode,1.0,Atwood,0.000192
08093,FIPSCode,1.0,Silva,0.000192
08093,FIPSCode,1.0,Kennedy,0.000192
08093,FIPSCode,1.0,Maldonado,0.000192
08093,FIPSCode,1.0,Maturen,9.6e-05
08093,FIPSCode,1.0,Lyttle,9.6e-05
08093,FIPSCode,1.0,La Riva,9.6e-05
08093,FIPSCode,1.0,Hedges,0.0
08093,FIPSCode,1.0,Soltysik,0.0
08093,FIPSCode,1.0,Kotlikoff,0.0
,state,1.0,Clinton,0.546532
,state,1.0,Trump,0.409921
,state,1.0,Johnson,0.029639
,state,1.0,Stein,0.013908
09013,FIPSCode,1.0,Clinton,0.498453
09013,FIPSCode,1.0,Trump,0.442635
09013,FIPSCode,1.0,Johnson,0.041177
09013,FIPSCode,1.0,Stein,0.017734
09009,FIPSCode,1.0,Clinton,0.543173
09009,FIPSCode,1.0,Trump,0.420169
09009,FIPSCode,1.0,Johnson,0.02409
09009,FIPSCode,1.0,Stein,0.012567
09015,FIPSCode,1.0,Clinton,0.429577
09015,FIPSCode,1.0,Trump,0.50754
09015,FIPSCode,1.0,Johnson,0.042973
09015,FIPSCode,1.0,Stein,0.01991
09003,FIPSCode,1.0,Clinton,0.591757
09003,FIPSCode,1.0,Trump,0.364731
09003,FIPSCode,1.0,Johnson,0.029531
09003,FIPSCode,1.0,Stein,0.013981
09005,FIPSCode,1.0,Clinton,0.408909
09005,FIPSCode,1.0,Trump,0.545394
09005,FIPSCode,1.0,Johnson,0.030883
09005,FIPSCode,1.0,Stein,0.014814
09001,FIPSCode,1.0,Clinton,0.579929
09001,FIPSCode,1.0,Trump,0.380695
09001,FIPSCode,1.0,Johnson,0.027804
09001,FIPSCode,1.0,Stein,0.011572
09011,FIPSCode,1.0,Clinton,0.505093
09011,FIPSCode,1.0,Trump,0.438427
09011,FIPSCode,1.0,Johnson,0.038475
09011,FIPSCode,1.0,Stein,0.018005
09007,FIPSCode,1.0,Clinton,0.512619
09007,FIPSCode,1.0,Trump,0.439269
09007,FIPSCode,1.0,Johnson,0.031193
09007,FIPSCode,1.0,Stein,0.016919
,state,1.0,Clinton,0.928173
,state,1.0,Trump,0.041753
,state,1.0,Johnson,0.0161
,state,1.0,Stein,0.013974
11001,FIPSCode,1.0,Clinton,0.928173
11001,FIPSCode,1.0,Trump,0.041753
11001,FIPSCode,1.0,Johnson,0.0161
11001,FIPSCode,1.0,Stein,0.013974
,state,1.0,Clinton,0.533533
,state,1.0,Trump,0.419228
,state,1.0,Johnson,0.033418
,state,1.0,Stein,0.013821
10001,FIPSCode,1.0,Clinton,0.449111
10001,FIPSCode,1.0,Trump,0.498128
10001,FIPSCode,1.0,Johnson,0.038729
10001,FIPSCode,1.0,Stein,0.014032
10003,FIPSCode,1.0,Clinton,0.623001
10003,FIPSCode,1.0,Trump,0.327047
10003,FIPSCode,1.0,Johnson,0.034825
10003,FIPSCode,1.0,Stein,0.015128
10005,FIPSCode,1.0,Clinton,0.371687
10005,FIPSCode,1.0,Trump,0.591658
10005,FIPSCode,1.0,Johnson,0.026214
10005,FIPSCode,1.0,Stein,0.010442
,state,1.0,Trump,0.490227
,state,1.0,Clinton,0.478241
,state,1.0,Johnson,0.021979
,state,1.0,Stein,0.006836
,state,1.0,Castle,0.001749
,state,1.0,De La Fuente,0.000967
12001,FIPSCode,1.0,Trump,0.364271
12001,FIPSCode,1.0,Clinton,0.589722
12001,FIPSCode,1.0,Johnson,0.031571
12001,FIPSCode,1.0,Stein,0.011721
12001,FIPSCode,1.0,Castle,0.002038
12001,FIPSCode,1.0,De La Fuente,0.000677
12003,FIPSCode,1.0,Trump,0.814785
12003,FIPSCode,1.0,Clinton,0.167168
12003,FIPSCode,1.0,Johnson,0.013377
12003,FIPSCode,1.0,Stein,0.002375
12003,FIPSCode,1.0,Castle,0.00182
12003,FIPSCode,1.0,De La Fuente,0.000475
12005,FIPSCode,1.0,Trump,0.711203
12005,FIPSCode,1.0,Clinton,0.249254
12005,FIPSCode,1.0,Johnson,0.030326
12005,FIPSCode,1.0,Stein,0.006427
12005,FIPSCode,1.0,Castle,0.002047
12005,FIPSCode,1.0,De La Fuente,0.000743
12007,FIPSCode,1.0,Trump,0.736733
12007,FIPSCode,1.0,Clinton,0.241693
12007,FIPSCode,1.0,Johnson,0.014631
12007,FIPSCode,1.0,Stein,0.003885
12007,FIPSCode,1.0,Castle,0.002728
12007,FIPSCode,1.0,De La Fuente,0.000331
12009,FIPSCode,1.0,Trump,0.577765
12009,FIPSCode,1.0,Clinton,0.380242
12009,FIPSCode,1.0,Johnson,0.030028
12009,FIPSCode,1.0,Stein,0.008604
12009,FIPSCode,1.0,Castle,0.002364
12009,FIPSCode,1.0,De La Fuente,0.000998
12011,FIPSCode,1.0,Trump,0.313662
12011,FIPSCode,1.0,Clinton,0.665088
12011,FIPSCode,1.0,Johnson,0.013316
12011,FIPSCode,1.0,Stein,0.006123
12011,FIPSCode,1.0,Castle,0.00109
12011,FIPSCode,1.0,De La Fuente,0.000721
12013,FIPSCode,1.0,Trump,0.765499
12013,FIPSCode,1.0,Clinton,0.204078
12013,FIPSCode,1.0,Johnson,0.020391
12013,FIPSCode,1.0,Castle,0.004111
12013,FIPSCode,1.0,Stein,0.004111
12013,FIPSCode,1.0,De La Fuente,0.001809
12015,FIPSCode,1.0,Trump,0.624856
12015,FIPSCode,1.0,Clinton,0.347044
12015,FIPSCode,1.0,Johnson,0.020193
12015,FIPSCode,1.0,Stein,0.005884
12015,FIPSCode,1.0,Castle,0.001318
12015,FIPSCode,1.0,De La Fuente,0.000706
12017,FIPSCode,1.0,Trump,0.683271
12017,FIPSCode,1.0,Clinton,0.285938
12017,FIPSCode,1.0,Johnson,0.021631
12017,FIPSCode,1.0,Stein,0.006023
12017,FIPSCode,1.0,Castle,0.002284
12017,FIPSCode,1.0,De La Fuente,0.000853
12019,FIPSCode,1.0,Trump,0.70399
12019,FIPSCode,1.0,Clinton,0.261281
12019,FIPSCode,1.0,Johnson,0.026352
12019,FIPSCode,1.0,Stein,0.005362
12019,FIPSCode,1.0,Castle,0.002094
12019,FIPSCode,1.0,De La Fuente,0.00092
12021,FIPSCode,1.0,Trump,0.617274
12021,FIPSCode,1.0,Clinton,0.357666
12021,FIPSCode,1.0,Johnson,0.019106
12021,FIPSCode,1.0,Stein,0.004374
12021,FIPSCode,1.0,Castle,0.001007
12021,FIPSCode,1.0,De La Fuente,0.000574
12023,FIPSCode,1.0,Trump,0.709513
12023,FIPSCode,1.0,Clinton,0.264779
12023,FIPSCode,1.0,Johnson,0.018219
12023,FIPSCode,1.0,Stein,0.005225
12023,FIPSCode,1.0,Castle,0.001533
12023,FIPSCode,1.0,De La Fuente,0.000732
12086,FIPSCode,1.0,Trump,0.340744
12086,FIPSCode,1.0,Clinton,0.636751
12086,FIPSCode,1.0,Johnson,0.013486
12086,FIPSCode,1.0,Stein,0.006106
12086,FIPSCode,1.0,De La Fuente,0.001614
12086,FIPSCode,1.0,Castle,0.001299
12027,FIPSCode,1.0,Trump,0.626548
12027,FIPSCode,1.0,Clinton,0.34951
12027,FIPSCode,1.0,Johnson,0.015345
12027,FIPSCode,1.0,Stein,0.004899
12027,FIPSCode,1.0,Castle,0.002034
12027,FIPSCode,1.0,De La Fuente,0.001664
12029,FIPSCode,1.0,Trump,0.808387
12029,FIPSCode,1.0,Clinton,0.17634
12029,FIPSCode,1.0,Johnson,0.010691
12029,FIPSCode,1.0,Stein,0.002916
12029,FIPSCode,1.0,Castle,0.001389
12029,FIPSCode,1.0,De La Fuente,0.000278
12031,FIPSCode,1.0,Trump,0.489207
12031,FIPSCode,1.0,Clinton,0.475414
12031,FIPSCode,1.0,Johnson,0.026158
12031,FIPSCode,1.0,Stein,0.00673
12031,FIPSCode,1.0,Castle,0.001726
12031,FIPSCode,1.0,De La Fuente,0.000765
12033,FIPSCode,1.0,Trump,0.582474
12033,FIPSCode,1.0,Clinton,0.376875
12033,FIPSCode,1.0,Johnson,0.030249
12033,FIPSCode,1.0,Stein,0.00692
12033,FIPSCode,1.0,Castle,0.002722
12033,FIPSCode,1.0,De La Fuente,0.000761
12035,FIPSCode,1.0,Trump,0.588665
12035,FIPSCode,1.0,Clinton,0.383041
12035,FIPSCode,1.0,Johnson,0.019373
12035,FIPSCode,1.0,Stein,0.006747
12035,FIPSCode,1.0,Castle,0.001461
12035,FIPSCode,1.0,De La Fuente,0.000713
12037,FIPSCode,1.0,Trump,0.685786
12037,FIPSCode,1.0,Clinton,0.289942
12037,FIPSCode,1.0,Johnson,0.015794
12037,FIPSCode,1.0,Stein,0.005486
12037,FIPSCode,1.0,Castle,0.00266
12037,FIPSCode,1.0,De La Fuente,0.000333
12039,FIPSCode,1.0,Trump,0.304255
12039,FIPSCode,1.0,Clinton,0.679238
12039,FIPSCode,1.0,Johnson,0.010356
12039,FIPSCode,1.0,Stein,0.003527
12039,FIPSCode,1.0,Castle,0.002216
12039,FIPSCode,1.0,De La Fuente,0.000407
12041,FIPSCode,1.0,Trump,0.800475
12041,FIPSCode,1.0,Clinton,0.173159
12041,FIPSCode,1.0,Johnson,0.018409
12041,FIPSCode,1.0,Stein,0.005107
12041,FIPSCode,1.0,Castle,0.002138
12041,FIPSCode,1.0,De La Fuente,0.000713
12043,FIPSCode,1.0,Trump,0.688261
12043,FIPSCode,1.0,Clinton,0.291983
12043,FIPSCode,1.0,Johnson,0.012405
12043,FIPSCode,1.0,Stein,0.004135
12043,FIPSCode,1.0,Castle,0.002068
12043,FIPSCode,1.0,De La Fuente,0.001149
12045,FIPSCode,1.0,Trump,0.730701
12045,FIPSCode,1.0,Clinton,0.235843
12045,FIPSCode,1.0,Johnson,0.026738
12045,FIPSCode,1.0,Stein,0.003702
12045,FIPSCode,1.0,Castle,0.00192
12045,FIPSCode,1.0,De La Fuente,0.001097
12047,FIPSCode,1.0,Trump,0.630586
12047,FIPSCode,1.0,Clinton,0.348718
12047,FIPSCode,1.0,Johnson,0.014469
12047,FIPSCode,1.0,Stein,0.003114
12047,FIPSCode,1.0,Castle,0.002015
12047,FIPSCode,1.0,De La Fuente,0.001099
12049,FIPSCode,1.0,Trump,0.691283
12049,FIPSCode,1.0,Clinton,0.283397
12049,FIPSCode,1.0,Johnson,0.018462
12049,FIPSCode,1.0,Stein,0.003165
12049,FIPSCode,1.0,Castle,0.002769
12049,FIPSCode,1.0,De La Fuente,0.000923
12051,FIPSCode,1.0,Trump,0.557355
12051,FIPSCode,1.0,Clinton,0.415205
12051,FIPSCode,1.0,Johnson,0.018623
12051,FIPSCode,1.0,Stein,0.004678
12051,FIPSCode,1.0,Castle,0.002519
12051,FIPSCode,1.0,De La Fuente,0.001619
12053,FIPSCode,1.0,Trump,0.628725
12053,FIPSCode,1.0,Clinton,0.338991
12053,FIPSCode,1.0,Johnson,0.021867
12053,FIPSCode,1.0,Stein,0.00757
12053,FIPSCode,1.0,Castle,0.002026
12053,FIPSCode,1.0,De La Fuente,0.000821
12055,FIPSCode,1.0,Trump,0.647135
12055,FIPSCode,1.0,Clinton,0.326949
12055,FIPSCode,1.0,Johnson,0.018693
12055,FIPSCode,1.0,Stein,0.004071
12055,FIPSCode,1.0,Castle,0.002014
12055,FIPSCode,1.0,De La Fuente,0.001138
12057,FIPSCode,1.0,Trump,0.446535
12057,FIPSCode,1.0,Clinton,0.515181
12057,FIPSCode,1.0,Johnson,0.026275
12057,FIPSCode,1.0,Stein,0.00842
12057,FIPSCode,1.0,Castle,0.002214
12057,FIPSCode,1.0,De La Fuente,0.001375
12059,FIPSCode,1.0,Trump,0.878905
12059,FIPSCode,1.0,Clinton,0.100188
12059,FIPSCode,1.0,Johnson,0.015621
12059,FIPSCode,1.0,Stein,0.002232
12059,FIPSCode,1.0,Castle,0.001997
12059,FIPSCode,1.0,De La Fuente,0.001057
12061,FIPSCode,1.0,Trump,0.607697
12061,FIPSCode,1.0,Clinton,0.363006
12061,FIPSCode,1.0,Johnson,0.021536
12061,FIPSCode,1.0,Stein,0.005237
12061,FIPSCode,1.0,Castle,0.001762
12061,FIPSCode,1.0,De La Fuente,0.000762
12063,FIPSCode,1.0,Trump,0.677646
12063,FIPSCode,1.0,Clinton,0.304054
12063,FIPSCode,1.0,Johnson,0.012643
12063,FIPSCode,1.0,Stein,0.002852
12063,FIPSCode,1.0,Castle,0.001996
12063,FIPSCode,1.0,De La Fuente,0.000808
12065,FIPSCode,1.0,Trump,0.514061
12065,FIPSCode,1.0,Clinton,0.463179
12065,FIPSCode,1.0,Johnson,0.014388
12065,FIPSCode,1.0,Stein,0.005494
12065,FIPSCode,1.0,Castle,0.002224
12065,FIPSCode,1.0,De La Fuente,0.000654
12067,FIPSCode,1.0,Trump,0.828125
12067,FIPSCode,1.0,Clinton,0.152712
12067,FIPSCode,1.0,Johnson,0.013856
12067,FIPSCode,1.0,Stein,0.002948
12067,FIPSCode,1.0,Castle,0.001769
12067,FIPSCode,1.0,De La Fuente,0.00059
12069,FIPSCode,1.0,Trump,0.599477
12069,FIPSCode,1.0,Clinton,0.368633
12069,FIPSCode,1.0,Johnson,0.023378
12069,FIPSCode,1.0,Stein,0.00572
12069,FIPSCode,1.0,Castle,0.001889
12069,FIPSCode,1.0,De La Fuente,0.000903
12071,FIPSCode,1.0,Trump,0.586827
12071,FIPSCode,1.0,Clinton,0.382663
12071,FIPSCode,1.0,Johnson,0.02139
12071,FIPSCode,1.0,Stein,0.006516
12071,FIPSCode,1.0,Castle,0.001709
12071,FIPSCode,1.0,De La Fuente,0.000895
12073,FIPSCode,1.0,Trump,0.353818
12073,FIPSCode,1.0,Clinton,0.605253
12073,FIPSCode,1.0,Johnson,0.028945
12073,FIPSCode,1.0,Stein,0.00898
12073,FIPSCode,1.0,Castle,0.002169
12073,FIPSCode,1.0,De La Fuente,0.000835
12075,FIPSCode,1.0,Trump,0.710235
12075,FIPSCode,1.0,Clinton,0.263006
12075,FIPSCode,1.0,Johnson,0.018458
12075,FIPSCode,1.0,Stein,0.005259
12075,FIPSCode,1.0,Castle,0.002372
12075,FIPSCode,1.0,De La Fuente,0.00067
12077,FIPSCode,1.0,Trump,0.771541
12077,FIPSCode,1.0,Clinton,0.197512
12077,FIPSCode,1.0,Johnson,0.023058
12077,FIPSCode,1.0,Stein,0.005158
12077,FIPSCode,1.0,Castle,0.002731
12077,FIPSCode,1.0,De La Fuente,0.0
12079,FIPSCode,1.0,Trump,0.57037
12079,FIPSCode,1.0,Clinton,0.41458
12079,FIPSCode,1.0,Johnson,0.01117
12079,FIPSCode,1.0,Stein,0.002587
12079,FIPSCode,1.0,Castle,0.000941
12079,FIPSCode,1.0,De La Fuente,0.000353
12081,FIPSCode,1.0,Trump,0.569666
12081,FIPSCode,1.0,Clinton,0.398002
12081,FIPSCode,1.0,Johnson,0.023341
12081,FIPSCode,1.0,Stein,0.006421
